제목,내용,평점,좋아요 수
조폭 마누라 2: 돌아온 전설,신은경님 요즘 머하시나요,3.0,8
권순분 여사 납치사건,잘가다 왜 그럴까,3.0,4
혈의 누,피 맛나는 영화,3.0,10
데이비드 게일,반전에 반전에 또 한번 반전이 뙿!!!,5.0,7
더 게임,"결말이 너무 맘에 안들어 4점
그외에는 최고입니다!",4.0,6
노무현과 바보들,지금도 하는 짓이 똑같아요,4.0,5
증인,"자폐 연기가 쉽지 않아요
러닝타임도 너무 길다",2.0,7
체인질링,경찰들 하는짓 누가 배울까 겁난다,5.0,6
스튜어트 리틀,캐릭터가 너무 착하다 ㅋ ㅋ,3.0,9
이스턴 프라미스,세상 나쁜놈들,3.5,9
악마가 너의 죽음을 알기 전에,"연기며 구성이며 잘 봤다
누가 제일 악마인가?",4.0,4
맨츄리안 켄디데이트,엄마 프라다입었어?,4.0,5
스테이트 오브 플레이,갑작스런 반전 때문에 혼란하다,3.0,11
직쏘,프로게이머,3.0,6
사바하,"너무 마무리가 급해보인다
떡밥 회수도 덜하고",2.0,11
오비터 9,거대 담론에 사기꾼 뿌리기,1.0,6
퍼스트 어벤져,굉장히 많은 떡밥들이 있군요 ㅎ,3.0,8
어라이벌,전혀 긴장감이 없다,2.0,5
가버나움,"어쩐지 연가가 아닌 다큐를 보는듯했다
당사자가 직접 출연하다니",5.0,16
노예 12년,비참했던 그때를 담담하게 풀어내다,5.0,14
에린 브로코비치,"끈질기게 추격한 한 사람으로 인해 세상이 조금 
좋아지다",4.0,10
클릭,되감기와  멈춤만 쓸테니 리모콘 주세요,3.5,5
더 울프 오브 월 스트리트,와 디카프리오 실감나는 약에 취한 연기에 내가 취한다,5.0,5
고스포드 파크,하녀와 주인과의 신뢰 혹은 배반,3.0,2
뺑반,굳이 뺑반으로 지을 필요가 있었남?,2.0,3
길버트 그레이프,"언제든 떠날 수 있는 사람들이 부럽다
그나저나 조니뎁 얼굴 덜덜",4.0,5
자전차왕 엄복동,엄복동은 잘 못 한게 없다,2.0,7
말모이,"그들이 있어 
이글도 쓸 수 있는것",4.0,10
장고: 분노의 추적자,디카프리오가 눈에 안보였다,3.5,6
성난황소,내 생각데로 흘러간 영화 ㅋ,2.0,7
언니,"내 동생 어디 갔어?
이시영님 캐릭터 바꾸실 때 된듯",2.5,3
피아니스트,"브로디의 연기  죽는다
실화라니 더욱더 비참히 느껴진다",5.0,9
브로크백 마운틴,"사랑은 죄가 아니지만 
아내의 상처는 누가 보살피나",4.0,6
마지막 황제,마지막 황제였던 사람의 기구한 인생~,5.0,5
영주,삶의 아이러니란,3.5,7
일진 3,이게 왜 3편까지 나왔을까,1.0,4
PMC: 더 벙커,제럴드가 짱인듯 ㅋ,2.0,10
마약왕,"송강호한테 맡긴 영화
절래절래",2.5,9
글래디에이터,막시무스 충성 충성 !!,4.0,9
마인드 헌터,"헉 
너무 잔인하다
쏘우랑 비슷",3.5,3
베스와 베라,"인형이 이래서 무서운겁니다
왜 납치 했는지 설명이 없네",3.0,4
바스터즈: 거친 녀석들,"정말 잔인하게 거친 놈들이지만
속 시원하네요",4.0,7
뷰티풀 데이즈,"이나영 연기가 업그레이드 된듯
가슴 아픈 한 가족의 모습",3.0,5
고질라,"98년에 이 정도 퀄리티!
대단한듯",3.0,5
손오공: 색즉시공,"ㅋㅋ
어이없다 ㅡㅡ 오바만 안했어도",1.5,4
미스터 스마일,"이게 가능하긴 한건가?
그 사람은 은행 터는걸 너무 좋아해",3.0,4
쿠르스크,"아 결말 충격
우리한테 일어난 사건과 너무 비슷해
소름 돋는다 ㅡㅜ",5.0,7
빌리어네어 보이즈 클럽,"소재가 흥미롭다
사기치려면 똑똑 해야되
비버리힐즈 가보고 싶다",3.5,5
어메이징 스파이더맨,"원작과 비슷한 전개라
흥미가 덜하다",2.5,4
아마겟돈,"본건데 또 봄 
명작은 이유가 있는듯",4.0,6
한나,"너무 아쉬운 영화
편집 문제인지 전반적으로 격투신이 
허접해보인다",1.5,2
라이프,"소재는 좋은거같은데
연출이 너무 아쉽다
괴물 디자인도 허접",3.0,5
스윙키즈,"기대보단 재미났다
흥겨운 탭댄스와 슬픈 역사",3.5,8
국가부도의 날,"윗대가리들이 잘 못 해놓고
국민힌테 금 삥 뜯는 놈들 퉷!",4.0,7
여곡성,"서영희 누님 때문에 1점 드리고
손나은의 노력에 0.5드립니다",1.5,8
도어락,"공효진 한테 맞지 않는 옷을 입은듯
아 물론 영화도 못 안듬",2.0,5
수어사이드 스쿼드,"캐릭터 등장이 중구난방
할리퀸  이쁘닷",3.0,7
나쁜 녀석들 2,"전편보다 막대한 예산을 썼다는 거에 
비해서는 재미가 덜하다 개연성도 떨어지고",3.0,3
나쁜 녀석들,"이게 브로맨스다 ㅋ
두 배우의 케미가 볼만하다",4.0,5
본 콜렉터,"예전에 한번  본거 같은  느낌이다
졸리 누나 완전 이쁨",3.5,3
뷰티풀 마인드,"실화라니
연기 내용 모두 좋다!
참 끈질기네",5.0,11
아이덴티티,"흥미있게 봤는데
마지막 좀 아쉽다",3.5,6
유주얼 서스펙트,결론을 모르고 봤다면 더 잼났겠지 ㅡㅜ,3.5,9
극한직업,웃길려고 노력한거 같은데 별로 웃기진 않다,2.5,3
빅콜,"남주보니까 장수원 생각남 ㅋ
보이스피싱 조심하세요 ~",1.5,1
택시 드라이버,쓰레기를 치운 후 잠들까 했는데....,3.0,12
인 디 아일,너무 임팩트가 없어서 지루하다,2.5,3
안개 속 소녀,"한 종류만 잡는 낚시꾼
이야기 즐거웠습니다 선생",4.0,4
다영씨,"이런거 좋다
담백하다
컬러로 봤음 좋겠다",5.0,3
마라,"가위 눌려봐서 별세개
마지막은 찍다 만듯",3.0,2
대부 3,"결국 영원한건 없다
마지막 절규는압권 이네요",5.0,7
철의 심장을 가진 남자,"기대 안 했는데 재밌네요
독일과 일본의 차이는 사과와 반성",3.5,8
대부 2,가족을 잃어 버린 적은 없나요?,4.0,5
코코,"어른이 봐도 괜찮은 애니메이션
소중한 사람을 기억해야하는 이유",3.5,8
대부,"피는 피를 부르고
복수는 복수를 부른다",4.0,10
화이 : 괴물을 삼킨 아이,여진구 연기도 액션도 잘 하는구나 !,3.5,4
라듸오 데이즈,일제강점기를 유쾌하게 이겨내다,3.5,2
용의자X,"믿고보는 류승범
마지막 반전까지 잼남",4.0,6
동네사람들,"중복 출연이 많아서
범죄도시2인줄",2.5,4
폐쇄병동,"누가 제일 나쁜 놈 인가
여주 연기가 너무 하다",2.0,2
이스케이프 플랜 2: 하데스,오랜만에 스탤론 행님  본것으로 위안,2.5,5
108 : 잠들 수 없는 시간,"어려운거 같지만
세상쉬운건데 구지 그렇게 까지?",3.5,1
스파이더맨 3,"검정 슈트도 멋지네 ㅋ
사람의 욕심이란",3.0,5
스파이더맨 2,"전편보단 덜 하지만
끝판 대장은 멋지네",3.5,6
스파이더맨,나도 저런 능력 있음 좋것다 ㅎ,3.5,5
몬스터 호텔,캐릭터 하나 하나 귀여움 ㅋ,4.0,2
12피트,긴장감이 1도 없어요,1.5,2
아쿠아맨,첫번째 전투 부터 지림,4.0,7
"안나, 평양에서 영화를 배우다","북한의 모습이 신기하면서도
낯설지가 않다",3.5,3
나인 더 무비,"별의 별 사람이 다 있네요
흥미로운 영화인듯
마지막 쿠키 영상까지
내가 첫 별 주는건가?",4.0,1
파이널 포트레이트,"캬 할배 너무 츤데레 아님? ㅋ
남주는 해탈의 경지 
이런  분위기 영화 좋다",4.0,2
카메라를 멈추면 안 돼!,흔한 b급 영화인지 알았다  ㅋ,4.0,7
변산,배우를 중2병으로 만들어 놨네,1.0,1
11:14,"와 대단한 편집이다 
거시기 개 아프것음",4.0,7
미쓰백,"그 애기가 그 애기인가?
마무리는 조금 아쉽네요",3.5,5
마담 B,"정말  아이러니한 상황이네요
어떻게 촬영햇을까",3.5,1
박화영,"불편할순 있지만 외면하지 말아야 할 현실의
일부분",3.5,5
배반의 장미,"김인권 연기 좋아하는 1인으로써
좋은 작품 선택하셨음 좋겠다 ㅡㅜ",1.0,3
너의 결혼식,이래서 말 조심해야 된다,2.5,4
원더풀 고스트,"이래도 안울어?
저래도 안울어?",2.0,5
행복한 장의사,아이러니한 장의사의 역할,3.0,1
작은 연못,기억해야할 또 하나의 사건,4.0,5
살인소설,왠지 구토유발자가  생각나는 영화다,2.5,2
씨민과 나데르의 별거,거짓말이 더 큰 거짓말을,4.0,4
원스 어폰 어 타임 인 베니스,개는 별로 주인 안 좋아하는거 같은데  ㅋ,2.0,2
나이트 플라이트,"평범한 스토리
예상가능한 전개
비행기안에서의 장면은 그나마 볼만함",3.0,3
창궐,"노잼이 창궐했다
장동건은 로보트인가?",2.0,4
카지노,"세시간에 가까운 러닝타임 
지루하지 않다
샤론스톤  발암 ㅋ",4.0,5
탐욕의 별,돈이 제일 무섭다,3.0,1
상류사회,"혹평까지 아니더라도 마지막 10분간은
영화 리얼이 생각나는건 어쩔 수 없다",3.0,2
협상,"ㅋㅋ
2018년에 만든 영화인가?",1.0,5
네 얼간이와 장례식,별로 안  웃겨서,2.0,1
메멘토,"특이한 구성
반복적인 화면에도 지루하지 않다",4.0,7
턱시도,예전엔  엄청나게 재미나게 본거 같아는데 ㅋ,3.0,4
잭 리처,"그럭저럭
톰 형을 너무 완벽한 모습으로 그린듯",3.0,2
다이버전트,내가 생각했던 시나리오와 너무 달라 당황,2.0,3
버닝,아 왜 제목이 버닝인지 알겠딘 ㅋ,3.5,3
살아남은 아이,마무리가 너무 아쉽다,3.0,4
신과함께-인과 연,전편도 그렇지만 왜 천만이 봤는지 모르겠네,3.0,8
딥,"사람의 마음에 대해 얘기 하고자하는가
뭔지 잘 모르것다",2.5,3
더 블랙,"정말 어이가 없는 상황
셀프감금",4.0,3
킹콩,배우들 연기하기 엄청 힘들었겠다,3.5,9
혈투,이제 혈투를 보여줘!,1.0,4
최종병기 활,"비현실적인 상황이  많다
우연히 원티드 다음에 봐서 ㅎ
조선의 원티드 샷!",3.5,3
원티드,총질 액션의 최고!,4.0,2
노인을 위한 나라는 없다,"돈이 문제지
세상에 공짜는 없는거야",4.0,7
레미제라블,앤 해셔웨이 최고입니다!,5.0,6
터미널,톰행크스의 현실 연기는 최고!!!,4.0,7
미션 임파서블 : 고스트 프로토콜,와 빌딩신은 후덜덜하네요,3.5,8
트랜스포머 3,"재미있는데 엔지니어들 갈아만든 영화다 
덜덜",4.0,5
미션 임파서블 3,액션의 끝이다 !!,4.0,8
미션 임파서블 2,"갑자기 비둘기?  ㅋ
톰크루즈 망치지 마시길",3.5,8
트랜스포머: 패자의 역습,전편보단 덜하지만 그래도 로보트가 좋아요 ㅋ,3.0,2
미션 임파서블,"전설의 시작!!
톰크루즈 얼굴 깡패!!",4.0,6
토르: 라그나로크,헬라 누나 간지 쩜,4.0,4
월드워Z,평택 미군기지 출연!!!,3.5,3
식구,"색다른 영화다 
기대하지 않았는데 꿀잼 ㅎ",4.5,2
허스토리,"일부러 눈물을 만들지 않아 좋다
그리고 사과 좀 하자",4.0,2
완벽한 타인,"사람은 세가지 삶을 산다
극 공감",4.0,6
뱅크 잡,아 이게 실화였다니,4.0,2
퍼블릭 에너미,"안녕
블랙버드",3.5,3
몬스터 대학교,와조스키 귀어워 ㅎ,3.0,4
물괴,"중종 때는 불화살이 없었나?
혜리가 아버지라 부를 때 마다 어색",1.5,5
행오버 3,"최고의 코미디라 해서 봤는데
실망",2.5,3
분노의 질주: 더 맥시멈,이젠 비행기다~~  액션 지리네요,3.5,2
분노의 질주: 언리미티드,드웨인 존슨 덜덜;;;,3.0,3
패스트 & 퓨리어스 2,난 이번편이 제일 잼나는듯,4.0,2
패스트 & 퓨리어스 도쿄 드리프트,드리프트 잘 봤어요~~,3.0,1
분노의 질주: 더 오리지널,추격신이 전편보단  좀 아쉽다,2.5,2
분노의 질주,이게 시작이였다!!!,3.5,5
5.18 힌츠페터 스토리,편히  쉬시길..,5.0,2
도그빌,"좀 더 고통스럽게 죽이지 그랬어 ㅡㅜㅜ
김복남 영화가 떠오르다",4.0,4
마을금고 연쇄습격사건,크  생각없이 보기 좋아요,2.5,2
더 파크랜드,스트레이트 영화!,3.5,5
암수살인,주지훈의 연기는 정말 미쳐보인다...,4.0,13
침묵의 목격자,아빠 츤츤임,3.5,2
음모자,어떤 시대이든 음모는 있기 마련,3.5,2
넘버스 스테이션,너무 진부해서 스토리 예상 가능,2.0,2
어메이징 스파이더맨 2,전기가 이렇게 중요합니다!!!,3.0,5
레이드 2,"잔이하지만 격투신은 최고다
러닝타임이 너무 긴게 흠",4.0,1
디트로이트,미친 경찰  쓰레기들과 재판,5.0,3
목격자,"이성민 때문에 본 영화
기존 평점보단 재미나다 
근데 목격 후 진술하기가 무서워짐 ㅡㅜ",4.0,4
빅매치,가볍게 볼만하네요 ㅎ,3.5,3
체포왕,갑자기 생각나 다시 본 영화,3.5,1
더 홀,짝사랑이 이렇게 무섭습니다!,3.5,2
안시성,"얙션씬 굿
5000대20만이라 믿어도 되는건가",4.0,4
정글,이게 실화?  친구 잘 둬야겠어요 ㅡㅜ,3.5,2
보리 vs 매켄로,스포츠에서 멘탈이 중요한 이유,3.0,4
탐정: 리턴즈,역시 별로네요 ㅎ,2.0,4
비욘드 엣지: 카지노를 털어라,"인셥션 조금 그래픽 범벅 
개연성 없고 남주는 연기 절래절래",0.5,0
더 타이탄,마지막이  너무 아쉽다 ㅡㅜ,3.0,0
애프터매스,그 누구도 사과 하지 않았다,4.0,1
블러드 파더,멜깁슨  행님 반가웠어요~~,3.0,1
오리지날 씬,누구의 원죄가 더 큰가,4.0,2
사랑은 언제나 진행중,"의외로 잼나네요
완전 뻔한 결말이 아니라 다행",3.5,1
마스터,"신비하고 오묘한 영화
연기도 후덜",3.5,5
그것만이 내 세상,"그냥 그렇네요
전형적인 스토리",3.0,3
공작,대단하네요,5.0,3
노팅 힐,지기네,5.0,5
태양은 가득히,와  누가  리메이크 해 줬으면 좋겠다 ㅜㅜ,5.0,3
파이어스톰,글쎄   남자가 그런건가?,3.0,0
네 멋대로 해라,"이 시대 영화는 롱 테이크 우습게 찍음
흑백에서 나오는 감성에 젖어듬",3.5,1
데드폴,"제목  그대로 영화
오빠야~  와이라노",4.0,0
고백,증오는 증오를 낳을뿐,3.5,1
캐치 미 이프 유 캔,"결론이 더 충격이다!
이게 실화리니",4.0,5
닥터 스트레인지,"내 손에 무슨 짓을 한거야
도르마무 거래를 하자!",4.0,6
궁합,웃음도 나지 않아,1.5,3
킬러 엘리트,"나이스한 스타뎀  
간지나는 선배",4.0,0
헤드헌터,"와 남주의 신비스러운 연기
매력적이다",5.0,2
오버드라이브,재미가 없어  스릴도 없어 ㅋ,2.0,0
파커,역시 믿고 보는  스타뎀 액션  굿,3.5,0
아이 필 프리티,자신감이 중요?  완전 말투가 다름,3.0,1
크레이지,"미친 
영화제목 잘지음",1.5,4
스카이라인,결말 충격이다 ㅡㅡ,2.5,3
패터슨,"개노무 시키
아하!!",3.0,4
손오공,힘을 얻고 얼굴을 내주다,2.0,3
스타박'스 다방,너무 잔잔하네요,2.0,1
몬스터 콜,아역의 연기말곤 특별한게 없다,2.5,2
두 개의 사랑,영화가 진행될수록 흥미진진,3.0,2
배틀그라운드: 브릿지 전투,"실화 었군요
고귀한 희생정신!",3.5,3
셀프/리스,정말 가능하다면 ? 아 겁나 비싸겠지,3.5,4
군중낙원,저 상황에서 웃음을 잃지 않으니 그게 더 슬프다,3.0,2
몬스터,실화라니,4.0,4
더 로드,내가 저리 되면 어찌 할까,3.0,2
여배우는 오늘도,자연스럽다 담담하게 얘기하는 여배우의 모습,3.0,9
나를 기억해,시사하고자 하는바는 알겠으나  연기가 아쉽다,2.0,5
위 워 솔저스,리더의 중요성,4.0,8
몬태나,피로 시작한 미국의 시작,3.0,3
레슬러,너무 설정이 비현적이라 감정이입이 안된다,2.0,4
7년의 밤,웃음이 나오네,2.5,3
랜드 오브 마인,"전쟁은 있어선 안된다
아이들은 잘 못 한게 없어요",5.0,7
임을 위한 행진곡,음 이건 정리가 안되는 느낌이다,0.5,1
토니 에드만,가족이란? 언제나 내 편,4.0,2
언더 파이어,영화 같은 실화,4.0,2
머니백,"무열 행님 ㅜㅜ
세상 악한 역 해주세요",3.0,3
가디언즈 오브 갤럭시 VOL. 2,욘두 형  ㅜㅜ,5.0,4
바람 바람 바람,미친놈이 불쌍해지면 정상으로 보이는가??,2.0,4
더 포스트,우리에게도 직진하는 언론이 절실하다,4.0,5
"그날, 바다","바다는 다 알고 있다
앵커을 의도적으로 내린거라면 살인자들이다",5.0,3
치즈 인 더 트랩,이건 치즈인더  치즈 아닌가??,2.0,3
독전,"와  내몸이 다 아픈  연기다
김주혁님  너무 일찍 가셨습니다",5.0,11
흥부: 글로 세상을 바꾼 자,고 김주혁님을 생각하며,3.0,7
블리딩 스틸,성룡 액션은 3점  먹고 본다,3.5,4
월요일이 사라졌다,"소재 연기 다 좋다
일인 칠역이라니 
역시 월욜은 무서워 ㅜㅜ",4.0,10
조선명탐정: 흡혈괴마의 비밀,좀비라니 너무 갔다 ㅜㅜ,2.0,4
내 이야기!!,심각하게 답답한데,3.0,3
영웅본색4,ost  계속 나와 덜덜,2.0,2
비스티걸스,연기가 쓰레기,1.5,1
가디언즈 오브 갤럭시,나는 그루터다,3.5,4
소공녀,너의 행복은 ??,5.0,3
사라진 밤,원작을 봐서 그런지 긴장감이 덜 하다,3.0,4
친정엄마,"너무 슬프다  ㅜㅜ
힘들 때 쉴 수 있는 곳이 있어야지",4.0,4
선생님!... 좋아해도 될까요?,넌 학생이고 난 선생이야,2.5,2
찰스 디킨스의 비밀 서재,스크루^~~~지,2.5,1
1급기밀,썩어빠진 군대,4.0,2
용쟁호투: 전설의 시작,이미 쿵푸는 그대들 것만이 아님,3.0,1
운동회,특이하지만 많은 얘길하고 있다,3.0,5
맨헌트,하지원님 ㅜㅜ,2.0,1
더 미드와이프,잔잔히 흐르는 감정,3.5,5
12 솔져스,미국은 짱이다 영화,3.5,3
허리케인 하이스트,ㅋㅋ ㅋ 재난도 아니고,2.0,2
신과함께-죄와 벌,이게 이정도로 흥행 할거였나?,3.5,4
로건 럭키,"레이스 영화인지 알았다
진지하게 웃기네 ㅋ",4.0,7
트럭,본건지 알았는데 안 봤네,3.0,2
9/11,미국에선 911 주제로 얼마나 많은 영화가 제작 되는걸까?,2.0,2
돌아와요 부산항애(愛),오지마 부산,1.5,3
커뮤터,스릴러인데 스릴이 없다,3.0,4
게이트,창정이형 요즘 왜그려?,1.5,3
22년 후의 고백,"살인자가 이렇게 잘 생겨도 되는거야??
진짜?",2.5,2
괴물들,누가 제일 나쁜놈인가,2.0,2
너의 췌장을 먹고 싶어,진실과 도전 해보고 싶다,3.5,2
일진,학생 맞나 이거,1.0,1
원더,힘들어하는 모든 사람에게 친절하라~,5.0,8
신시내티 잡,형이 여기 왜 나와?,2.5,1
염력,기존 평가 보다는 재미나게 봤다,3.0,7
골든슬럼버,계속 어벙한 표정으로 돌아다니기 ㅋ,2.0,4
섹션제로-3구역,재미가 없다!!!,2.0,1
내가 죽기 전에 가장 듣고 싶은 말,멋나는 인생을 위해~,3.5,2
곤지암,너무 기대한거가 뻔한 놀래키기의 연속 실망ㅡㅜ,3.0,6
샤레이드,어떻게 끝날지 두근하며 봤네,4.0,4
슬럼독 밀리어네어,"한 사람의 인생
퀴즈로 풀어내다",4.0,5
22 블렛,22발을 맞고도 살다니,3.0,2
나는 부정한다,"흥미진진한 재판
정의를 말하는 사람이 이겨서 다행",4.0,3
잊혀진 꿈의 동굴,저런곳이 있다니 흥미롭다,3.0,1
풍운대전,"오 재미나네요
중국판 명량",4.0,2
이스케이프 언더 워터,쓸데없는 슬로우만 잔득!  시간 채우기 용인듯,2.0,4
눈먼 자들의 도시,볼 수 있는 자의 고통,4.0,7
바이스: 범죄도시,브루스윌리스 행님  액션 해주세요,1.0,3
오스,신이 되려고 하는 아빠,3.5,1
살인의뢰,박성웅 배우는 이때 부터 덜덜,3.5,3
인비저블 게스트,간만에 숨도 인쉬고 본 영화,5.0,8
7호실,결국 둘 다 나쁜 놈,2.5,6
실종2,누가 실종 된거지? 개념?,1.0,4
벤허: 레저렉션,누가 이런 끔찍한 혼종을,0.5,1
더 바디,혼자 미쳐 날 뛰다,3.5,4
강철비,웹툰이랑 너무 달라 실망 ㅡㅜ,2.5,3
열혈남고,배경스토리는 진지한 반면 구성이 너무 가볍다,3.0,1
더 테이블,이성이 같이 본다면 서로 다른 해석을 했을것이다,4.0,7
그들이 진심으로 엮을 때,딸입장이 나라면 어찌 했을까,3.5,2
내게 남은 사랑을,어느 가정에서나 일어날 수 있는 일,4.0,2
이 세상의 한구석에,고마워 한 구석에 있는 날 사랑해 줘서,3.0,3
지워야 산다,ㅋㅋㅋㅋ,1.0,1
파트너 오브 좀비,머야 이건 새롭긴한 좀비물 ㅋ,2.0,1
"귀향, 끝나지 않은 이야기",지금도 끝나지 않은 이야기,4.0,3
엔티티 블레이드,쓰레기 입니다,1.0,3
키드냅,다 끝나고 경찰 오는건 똑같구나,3.0,9
파울라,"그 시대 최초의 여성화가
연기가 너무 자연스러웠다",3.5,2
스피벳:천재 발명가의 기묘한 여행,정말 기묘하고 희귀한 여행,3.0,2
"러브, 어게인",금사빠 주인공 ㅎ,3.0,2
사월의 끝,자신을 죽인 인생...,4.0,2
성판17: 남자들의 17가지 성적 판타지,"17가지의 성적 판타지라...
오해하겠네 ㅋ",2.0,1
배드 지니어스,굳이 두시간 러닝타임이 필요한 영화인가?,2.0,5
앨티튜드,이렇게 허접한 테러범이 있나,2.0,1
폭력의 씨앗,마무리가  너무 아쉽다,3.0,1
스페이스 워커,실화인지 영화 끝날 때 알았네,3.5,6
"나는 내일, 어제의 너와 만난다",약간 어렵지만 여주가 아이유 닮아서 재미나게 봤음 ㅋ,3.0,7
침묵,본격 츤데레 영화,3.0,5
다크니스 라이징,아놔  분하다,1.0,2
제인 도,그래서 왜 그런거지?,2.5,5
다시 태어나도 우리,추운 겨울 따뜻한 영화,4.0,2
주키퍼스 와이프,"참 강한 사람들
실화라니 ...",4.0,1
꾼,막판에 너무 어이없는 반전,2.5,4
기억의 밤,이해가 안된다 너무 억지 아닌가,2.0,7
"안녕,헤이즐",죽음이 두렵지 않은 사람은 없다,3.5,2
분장,너라면 이해할수 있겠냐고 묻는 영화,3.5,2
예감은 틀리지 않는다,"살면서 말 조심하자
커서 후회 한다",3.5,1
투 이즈 어 패밀리,"한국 드라마 작가인가?
막장인데 잼나 ㅋ",3.5,1
잃어버린 도시 Z,제목 때메 너무 가볍게 볼려다가 당했다 ㄷㄷ,5.0,7
잠깐만 회사 좀 관두고 올게,잠깐만 별 좀 던지고 올께,1.5,2
아이 캔 스피크,"이게 작년영화니 이제 11년째군요
진주슈퍼 배우때메 울컥",5.0,8
몽상가들,"오우야~
진심 궁금한 그들의 가족",3.0,4
반드시 잡는다,어른신들 고생하셨어요,3.0,6
부라더,억지다!  이하늬씨 담엔 더 좋은 영화로,3.0,4
해어화,피아노로 치는 아리랑을 더 듣고 싶었는데 ㅡㅜ,3.5,3
1987,기억해야할 역사와 그 시대의 사람들,5.0,14
캐빈 인 더 우즈,색 다른 소재의 공포 영화,3.5,3
다이빙벨,세월호를 기억해야한다,4.5,3
수색역,"생각보다 재미났다 
연기 잘하네요",4.0,37
타임 패러독스,두번 정도는 봐야 이해가 되겠다 ㅋ,3.0,5
비긴 어게인,"와 영화 보며 듣는 음악은 완전 다르네
영화관에서 봤어야 했는디 ㅡㅜ",5.0,11
풀 스피드,진짜 실화야?,3.5,3
다운폴,졔목 그대로의 영화,4.0,3
미옥,"집중이 잘 안되는 영화
이선균님 연기는 계속 비슷",2.5,2
해적: 바다로 간 산적,"유해진 밖에 기억이 나지 않는다
그래도 액션 좋아",3.5,5
범죄도시,"이야~~깡패다
진실의 방으로",3.5,9
간신,"갑자사화
흥청망청
연산군 연기 미쳤다",4.0,4
역린,작년에 이 영화를 봤다면,3.0,3
발레리안 : 천 개 행성의 도시,감독의 상상력에 박수!!,4.0,2
덤 앤 더머 투,이십년이라니 ㅋㅋ 미친거임,3.5,1
브루스 올마이티,그래도 내가 신이라면 좋겠다,4.5,6
영웅본색,지금 봐도 좋네,4.5,10
히든 아이덴티티,누가 진짜 미친건가!!,3.5,1
"벨과 세바스찬, 계속되는 모험",동화 같은 이야기네요,3.5,5
남한산성,살아서 죽은 사람과 죽어서 산 사람의 이야기,4.0,11
청년경찰,가볍게 보려했는데 사건이 너무  무겁다,3.5,6
김광석,"몰랐던 얘기도 알게됐네요
어찌 저러나 ㅡㅡ",3.5,5
킬러의 보디가드,생각보다 재미없다,2.5,2
조선명탐정 : 사라진 놉의 딸,아픔과 옷음이 있어 볼만했음,3.5,3
카운트다운,그럭저럭 눈물을 위해 너무 많은 시간을 할애하다,3.0,2
장산범,아 목소리  너무 어색해서 디질뻔,2.0,5
희생부활자,부모님 한테 효도하고 음주운전 하지말자,2.0,6
대장 김창수,몰랐던 역사의 부분을 알게 됐네요,4.0,2
수부라 게이트,"본지 이틀 됐는데 내용이 기억이 안난다
ㅡㅜ",2.0,0
이웃집 스타,음 타임킬링도 안되네요,2.0,3
윈드 리버,심심해서라니 ㅉㅉ,3.5,6
키드냅 시티,사람이 제일 잔인해,3.0,2
다크 리플렉션,국제적인 단독인데 너무 긴장감이 없다!!,3.0,3
인페르노 타워,재난 영화 맞나??,2.0,2
비데블: 저주의 어플,머야 이건,2.0,1
스파이 게임,그러저럭,3.0,1
내 마음을 벗어난 시간,와 한편의 다큐다,5.0,3
아토믹 블론드,원 테이크 액션 대박!!,3.5,6
어 퍼펙트 데이,공이 문제가 아니였어,4.0,4
네 무덤에 침을 뱉어라 3,에혀,2.0,1
네 무덤에 침을 뱉어라 2,역시나 1편 보단 재미가 없네요,3.0,5
네 무덤에 침을 뱉어라,나도 아무 죄 없어,3.5,4
완벽한 거짓말,거짓말로 인생 망가지는 거 한순간,4.0,2
그린 인페르노,잔인하다 읔,3.0,1
수어사이드 쇼,자살은 사회적 타살,4.0,3
스트레인저 - 무황인담,개가 참 듬직하군요 토니마루!!,3.0,2
미션 이스탄불,왜 딸만 잡혀가는겨,2.0,1
올 아이즈 온 미,정말 영화 같이 살다간 남자,4.0,2
파워레인져스: 더 비기닝,"친구랑 친하게 지내야함 
배신하면 지구가 날아감",3.0,1
울프 크릭 2,아 이게 실화라니 좐인해 ㅡㅜㅜ,4.0,1
저수지 게임,꼼꼼한 각하  꽁짜로 밥 먹이고 싶다,5.0,0
어벤져스,굿굿!!!!!!!!,5.0,3
인간중독,멘탈이 그리 약해서야,3.0,4
캡틴 아메리카: 윈터 솔져,볼만하네요~,4.0,5
넬리,분명히 영화를 봤는데 책을 읽는기분,3.5,0
기술자들,가볍게 보기 좋네요,3.0,2
미스터 소크라테스,악법도 법이다!,3.5,3
로마의 휴일,창정 행님 너무 진지하셨어 ㅡㅡ,2.0,1
공범자들,쥐를 잡자,5.0,2
"무현, 두 도시 이야기",.........,5.0,3
47 미터,"나름 반전을 준비했는데
썩~  놀랍진 않다",3.0,3
미스 슬로운,통찰력 만렙!,4.0,6
오두막,아 이건 좀 ....,2.5,3
살인자의 기억법,연기는 정말 잘해~,4.0,8
연애담,거짓말,3.0,3
빌리 엘리어트,아빠 앞에서 춤추는 장면이 최고!!!,4.0,6
여교사,말 잘 듣는 개  한마리 필요했던거 아냐??,3.5,1
하루,아 지겨워,2.5,0
7번째 내가 죽던 날,"우리나라 하루랑 같은 컨셉이네요
네가 날 살렸어",3.0,2
파운더,끈기!,3.5,5
스페셜 포스 : 블러드 마운틴,라이인 일병의 일부분이 보이긴 하지만 볼만하네요,4.0,2
